Foto;Títol;Localització;Informació;Título;Localización;Información;;;;
sant_antoni_abat.jpg;Sant Antoni Abat;Capella de Sant Josep ;"Sant Antoni Abat (251–356) va ser un anacoreta egipci. És conegut també com sant Antoni de Viana, nom que deriva de Vienne, a França, on es fundà a l’edat mitjana baix el seu patronatge l’Orde dels Canonges Regulars de Sant Antoni, o antonians; a Mallorca és també popularment conegut com sant Antoni dels Ases. Fill d’una família rica, en morir els seus pares repartí tota la seva herència entre els pobres i es retirà a viure al desert. És famós per les seves lluites contra el diable i les seves temptacions. Va ser el fundador del moviment dels anacoretes i el pare espiritual del monaquisme cristià, d’aquí el qualificatiu d’abat, malgrat que no ho va ser de cap monestir.// En aquesta pintura se’l representa com un ancià llegint un llibre, símbol de la Paraula de Déu, i amb un bastó d’ermità del qual penja una campaneta. Aquesta campaneta fa referència a la seva relació amb els monjos antonians, que identificaven amb campanetes els porcs que criaven per obtenir el greix amb què curaven el “foc de sant Antoni”, una intoxicació alimentària provocada pel consum de sègol contaminat per un fong paràsit. El foc que crema als seus peus simbolitza precisament aquesta malaltia. El porquet que l'acompanya, un dels atributs característics de sant Antoni Abat, fa referència, d'una banda, als porcs amb què els monjos antonians curaven el “foc de sant Antoni”, i de l'altra, a la llegenda segons la qual una truja li dugué un porcellet malalt: quan sant Antoni el beneí el porcellet se curà i des de llavors la truja sempre l'acompanyà.";San Antonio Abad;Capilla de San José;"San Antonio Abad (251–356) fue un anacoreta egipcio. Se le conoce también como san Antonio de Viana, nombre que deriva de Vienne, en Francia, donde se fundó en la Edad Media bajo su patrocinio la Orden de los Canónigos Regulares de San Antonio, o antonianos; en Mallorca también es conocido popularmente como san Antonio de los Asnos. Hijo de una familia rica, al morir sus padres repartió toda su herencia entre los pobres y se retiró a vivir al desierto. Es famoso por sus luchas contra el diablo y sus tentaciones. Fue el fundador del movimiento de los anacoretas y el padre espiritual del monacato cristiano, de ahí el calificativo de abad, aunque nunca lo fue de ningún monasterio.// En esta pintura se le representa como un anciano leyendo un libro, símbolo de la Palabra de Dios, y con un bastón de ermitaño del que cuelga una campanilla. Esta campanilla hace referencia a su relación con los monjes antonianos, que identificaban con campanillas a los cerdos que criaban para obtener la grasa con la que curaban el “fuego de san Antonio”, una intoxicación alimentaria provocada por el consumo de centeno contaminado por un hongo parásito. El fuego que arde a sus pies simboliza precisamente esta enfermedad. El cerdito que lo acompaña, uno de los atributos característicos de san Antonio Abad, hace referencia, por un lado, a los cerdos con los que los monjes antonianos curaban el “fuego de san Antonio” y, por otro, a la leyenda según la cual una cerda le llevó un lechón enfermo: cuando san Antonio lo bendijo, el lechón sanó y desde entonces la cerda lo acompañó siempre.";;;;
santa_llucia.jpg;Santa Llúcia;Capella de Sant Josep ;Santa Llúcia (s. III) va ser una jove màrtir cristiana. Era filla d’una família noble i cristiana de Siracusa. Durant l’adolescència decidí consagrar la seva vida a Déu fent vot de virginitat. Sense conèixer aquesta decisió, sa mare, que era vídua i estava malalta, la prometé en matrimoni a un jove pagà. Més endavant, mare i filla peregrinaren a la tomba de santa Àgata per demanar la curació de la malaltia de sa mare i aquesta es curà miraculosament. Llavors, Llúcia ho aprofità per convèncer-la perquè cancel·làs el compromís matrimonial i repartís el dot entre els pobres. El pretendent, enrabiat, la denuncià com a cristiana. Llúcia fou empresonada i sotmesa a diverses tortures perquè adoràs els déus pagans, però es mantengué fidel a la seva fe i finalment fou martiritzada.// En aquesta imatge, santa Llúcia sosté amb una mà una palma, que la identifica com a màrtir, i amb l’altra una palangana amb dos ulls, el seu atribut més característic. L’origen d’aquest símbol no és clar. Segons una tradició medieval, santa Llúcia es va arrabassar els ulls i els envià al seu pretendent perquè deixàs d’assetjar-la, i la Verge Maria n’hi concedí uns de més bells. Tanmateix, des del segle XVI aquesta història es considera fruit d’una confusió amb una altra santa Llúcia, una monja dominica a qui s’atribuïa un episodi semblant. Una altra llegenda conta que, com a part de les tortures que patí, li arrabassaren els ulls i que els recuperà miraculosament, però les primeres narracions del seu martiri no esmenten aquest fet.;Santa Lucía;Capilla de San José;Santa Lucía (s. III) fue una joven mártir cristiana. Era hija de una familia noble y cristiana de Siracusa. Durante la adolescencia decidió consagrar su vida a Dios haciendo voto de virginidad. Sin conocer esta decisión, su madre, que era viuda y estaba enferma, la prometió en matrimonio a un joven pagano. Más adelante, madre e hija peregrinaron a la tumba de santa Águeda para pedir la curación de la enfermedad de la madre, y esta sanó milagrosamente. Entonces Lucía aprovechó para convencerla de que cancelara el compromiso matrimonial y repartiera la dote entre los pobres. El pretendiente, enfurecido, la denunció como cristiana. Lucía fue encarcelada y sometida a diversas torturas para que adorara a los dioses paganos, pero se mantuvo fiel a su fe y finalmente fue martirizada.// En esta imagen, santa Lucía sostiene con una mano una palma, que la identifica como mártir, y con la otra una bandeja con dos ojos, su atributo más característico. El origen de este símbolo no está claro. Según una tradición medieval, santa Lucía se arrancó los ojos y se los envió a su pretendiente para que dejara de acosarla, y la Virgen María le concedió otros aún más hermosos. Sin embargo, desde el siglo XVI esta historia se considera fruto de una confusión con otra santa Lucía, una monja dominica a la que se atribuía un episodio semejante. Otra leyenda cuenta que, como parte de las torturas que sufrió, le arrancaron los ojos y que los recuperó milagrosamente, pero los primeros relatos de su martirio no mencionan este hecho.;;;;
sagrada_familia_a_egipte.jpg;Descans en la fugida de la Sagrada Família a Egipte;Capella de Sant Josep ;Aquesta pintura representa un descans en la fugida de la Sagrada Família a Egipte. Segons l’Evangeli de sant Mateu, després de la visita dels Reis Mags un àngel s’aparegué en somnis a sant Josep per avisar-lo que el rei Herodes volia matar el Nin Jesús per por que fos el rei dels jueus anunciat per les profecies i que el destronàs, i li ordenà que fugís a Egipte amb la seva família. Sant Josep obeí i marxà a Egipte amb la Verge Maria i el Nin Jesús. Allà romangueren fins que, mort Herodes, se li tornà a aparèixer un àngel en somnis i li ordenà que retornàs a Israel.// En aquest quadre, la Verge hi apareix alletant el Nin Jesús, un detall habitual en moltes representacions d'aquesta escena que reforça el seu caràcter íntim i familiar.;Descanso durante la huida de la Sagrada Familia a Egipto;Capilla de San José;Esta pintura representa un descanso durante la huida de la Sagrada Familia a Egipto. Según el Evangelio de san Mateo, después de la visita de los Reyes Magos un ángel se apareció en sueños a san José para advertirle de que el rey Herodes quería matar al Niño Jesús por temor a que fuera el rey de los judíos anunciado por las profecías y lo destronara, y le ordenó que huyera a Egipto con su familia. San José obedeció y marchó a Egipto con la Virgen María y el Niño Jesús. Allí permanecieron hasta que, muerto Herodes, un ángel volvió a aparecérsele en sueños y le ordenó regresar a Israel.// En este cuadro, la Virgen aparece amamantando al Niño Jesús, un detalle habitual en muchas representaciones de esta escena que refuerza su carácter íntimo y familiar.;;;;
sagrada_familia_al_taller.jpg;Sagrada Família al taller;Capella de Sant Josep ;Aquesta pintura mostra una escena familiar de la Sagrada Família. Sant Josep, fuster de professió, hi apareix allisant una peça de fusta amb una plana, mentre la Verge Maria i el Nin Jesús l’observen.;Sagrada Familia en el taller;Capilla de San José;Esta pintura muestra una escena familiar de la Sagrada Familia. San José, carpintero de profesión, aparece alisando una pieza de madera con un cepillo, mientras la Virgen María y el Niño Jesús lo observan.;;;;
transit_de_sant_josep.jpg;Trànsit de sant Josep;Capella de Sant Josep ;Aquesta pintura representa la mort de sant Josep, a qui identificam per la vara florida, un dels seus símbols més característics (vegeu la fitxa sobre l’escultura central del retaule). Hi apareix acompanyat en els seus darrers moments per la Verge Maria, Jesucrist i dos àngels que esperen la seva ànima per guiar-la cap al cel. La presència de petits objectes quotidians contribueix a donar a l’escena un caràcter íntim i familiar.// No sabem gaire cosa de la mort de sant Josep, però tradicionalment es creu que morí abans de l’episodi de les noces de Canà, ja que no hi va anar amb la seva família. Per això, la seva mort ha estat considerada tradicionalment la més dolça i serena possible, en companyia de Jesús i de la Verge Maria, motiu pel qual és venerat com a patró de la bona mort.;Tránsito de san José;Capilla de San José;Esta pintura representa la muerte de san José, a quien identificamos por la vara florida, uno de sus símbolos más característicos (véase la ficha sobre la escultura central del retablo). Aparece acompañado en sus últimos momentos por la Virgen María, Jesucristo y dos ángeles que esperan su alma para guiarla al cielo. La presencia de pequeños objetos cotidianos contribuye a dar a la escena un carácter íntimo y familiar.// No sabemos gran cosa sobre la muerte de san José, pero tradicionalmente se cree que murió antes del episodio de las bodas de Caná, ya que no acudió a ellas con su familia. Por ello, su muerte ha sido considerada tradicionalmente la más dulce y serena posible, en compañía de Jesús y de la Virgen María, motivo por el que es venerado como patrono de la buena muerte.;;;;
monja_santjosep.jpg;Crist de la Passió abraçant una religiosa;Capella de Sant Josep ;Pintura que representa una visió mística en la qual una monja rep l'aparició del Crist de la Passió, que es despenja de la creu per abraçar-la. El lliri a terra és un símbol de la puresa de la religiosa.// No podem confirmar amb total seguretat la identitat de la religiosa, però l'hàbit grisós amb guardapit blanc, toca negra i un rosari llarg i fosc suggereixen que es tracta d'una dominica. La identificació més probable és la de santa Catalina de Siena (1347-1380), una terciària dominica que va ser una de les grans místiques del seu temps, per la qual cosa va ser nomenada Doctora de l'Església, i que és representada sovint en escenes d'unió mística amb el Crist de la Passió degut a les seves visions.// Una altra possible identificació és la de santa Catalina de Ricci (1522-1590), una monja dominica famosa per les seves visions de la Passió de Crist. En una d'aquestes visions, mentre era a la seva cel·la del convent, la figura de Crist es desclavà de la creu del seu altar privat i l'abraçà.;Cristo de la Pasión abrazando a una religiosa;Capilla de San José;Pintura que representa una visión mística en la que una monja recibe la aparición del Cristo de la Pasión, que se desclava de la cruz para abrazarla. El lirio en el suelo es un símbolo de la pureza de la religiosa.// No podemos confirmar con total seguridad la identidad de la religiosa, pero el hábito grisáceo con escapulario blanco, toca negra y un largo rosario oscuro sugieren que se trata de una dominica. La identificación más probable es la de santa Catalina de Siena (1347-1380), una terciaria dominica que fue una de las grandes místicas de su tiempo, por lo que fue nombrada Doctora de la Iglesia, y que es representada a menudo en escenas de unión mística con el Cristo de la Pasión debido a sus visiones.// Otra posible identificación es la de santa Catalina de Ricci (1522-1590), una monja dominica famosa por sus visiones de la Pasión de Cristo. En una de estas visiones, mientras se encontraba en su celda del convento, la figura de Cristo se desclavó de la cruz de su altar privado y la abrazó.;;;;
santa_catalina_thomas.jpg;Santa Catalina Thomàs;Capella de Santa Catalina Thomàs;"Santa Catalina Thomàs (1531–1574), coneguda popularment a Mallorca com sor Tomasseta o la Beata, és l’única santa nascuda a Mallorca. Va ser una monja canongessa agustina, famosa en vida per la seva saviesa i prudència, pels seus dons profètics, per les seves bregues amb el dimoni i pels seus èxtasis místics, que de vegades arribaren a durar 24 hores. Quan, 43 anys després de la seva mort, s’obrí la seva tomba, trobaren el seu cos i la seva roba sense cap signe de corrupció; el seu cos incorrupte s’exposa al convent de Santa Magdalena de Palma.// En aquesta escultura apareix arrovada, mirant una coloma al cel que representa l'Esperit Sant. Va vestida amb l’hàbit de la seva orde: túnica negra amb roquet blanc, toca blanca coberta amb vel i mantell negres, i una penitència penjada al coll. Al seu costat hi ha un llibre tancat, un pa de sucre de forma cònica i un ocell. El llibre tancat simbolitza la Regla de sant Agustí, que seguia com a canongessa regular. El pa de sucre fa referència a un episodi de la seva vida: una monja que havia de cantar la Sibil·la li demanà un poc de sucre per tenir la boca més dolça en cantar, i santa Catalina li digué que hi tornàs quan hagués d’entrar al cor. Quan hi tornà, la monja la trobà agenollada en èxtasi amb un pa de sucre a les mans. Finalment, l’ocell representa un ocellet que, segons una monja contemporània seva, era “de diferents colors, no com los que ordinàriament coneixem” i que, durant els darrers anys de la seva vida, solia posar-se sobre les seves mans i cantar-li “suavísimament”.//El retaule d’aquesta capella dedicada a santa Catalina Thomàs és obra de l’escultor Miquel Matas i fou encarregat l’any 1794, just tres anys després de la beatificació de la titular. Aquesta escultura de la llavors beata va ser la primera que s’instal·là al retaule, l’any 1795.";Santa Catalina Tomás;Capilla de Santa Catalina Tomás;"Santa Catalina Tomás (1531–1574), conocida popularmente en Mallorca como sor Tomaseta o la Beata, es la única santa nacida en Mallorca. Fue una monja canonesa agustina, famosa en vida por su sabiduría y prudencia, por sus dones proféticos, por sus luchas con el demonio y por sus éxtasis místicos, que en ocasiones llegaron a durar 24 horas. Cuando, 43 años después de su muerte, se abrió su tumba, encontraron su cuerpo y sus ropas sin ningún signo de corrupción; su cuerpo incorrupto se expone en el convento de Santa Magdalena de Palma.// En esta escultura aparece arrobada, mirando una paloma en el cielo que representa al Espíritu Santo. Viste el hábito de su orden: túnica negra con roquete blanco, toca blanca cubierta con velo y manto negros, y una penitencia colgada del cuello. A su lado hay un libro cerrado, un pan de azúcar de forma cónica y un pájaro. El libro cerrado simboliza la Regla de san Agustín, que seguía como canonesa regular. El pan de azúcar hace referencia a un episodio de su vida: una monja que debía cantar la Sibila le pidió un poco de azúcar para tener la boca más dulce al cantar, y santa Catalina le dijo que volviera cuando tuviera que entrar en el coro. Cuando regresó, la monja la encontró arrodillada en éxtasis con un pan de azúcar entre las manos. Finalmente, el pájaro representa un pajarillo que, según una monja contemporánea suya, era “de diferentes colores, no como los que ordinariamente conocemos” y que, durante los últimos años de su vida, solía posarse sobre sus manos y cantarle “suavísimamente”.// El retablo de esta capilla dedicada a santa Catalina Tomás es obra del escultor Miquel Matas y fue encargado en 1794, apenas tres años después de la beatificación de la titular. Esta escultura de la entonces beata fue la primera que se instaló en el retablo, en 1795.";;;;
sant_agusti.jpg;Sant Agustí;Capella de Santa Catalina Thomàs;Sant Agustí (354-430) va ser un predicador famós i un dels grans erudits del cristianisme antic, per la qual cosa és considerat un dels Pares de l’Església. Nasqué a Tagaste, a l’actual Algèria. Sa mare, santa Mònica, era una cristiana devota però ell visqué una joventut dissipada: tengué un fill essent encara molt jove amb la que seria la seva concubina durant quinze anys i professà el maniqueisme, una antiga religió considerada herètica pels cristians.// Passada la trentena, mentre feia de mestre de retòrica a Milà, es convertí al cristianisme gràcies a les oracions de sa mare i a la influència de sant Ambròs, bisbe de Milà, i abandonà la seva feina, tonant a Tagaste. Durant el viatge de retorn morí sa mare i poc després d’arribar també morí el seu fill. Llavors, Agustí vengué tot el seu patrimoni excepte la casa familiar, repartí els doblers entre els pobres, i fundà a casa seva una petita comunitat que feia vida austera seguint unes normes que ell mateix establí i que amb el temps es coneixerien com la regla de sant Agustí. Aquesta és justament la regla segons la qual viuen les canongeses de sant Agustí, orde a la qual va pertànyer santa Catalina Thomàs, titular d’aquesta capella. Uns anys després va ser ordenat sacerdot i nomenat bisbe d’Hipona, també a l’actual Algèria, on continuà portant vida monàstica al palau episcopal.// En aquesta pintura se’l representa amb mitra i vestidures episcopals, en referència al seu càrrec com a bisbe d’Hipona, sobre l’hàbit negre dels monjos agustinians. En una mà sosté un llibre, símbol del seu paper com a escriptor i Pare de l’Església. En l’altra sosté un cor en flames que simbolitza el seu amor ardent per Déu i fa referència a diversos textos seus on l’esmenta. A la part superior de la pintura hi apareix l’ull de Déu, símbol tradicional de la Divina Providència, que ens recorda la creença agustiniana que la saviesa no és només fruit de la intel·ligència i del estudis, sinó també de la il·luminació divina.;San Agustín;Capilla de Santa Catalina Tomás;San Agustín (354-430) fue un famoso predicador y uno de los grandes eruditos del cristianismo antiguo, por lo que es considerado uno de los Padres de la Iglesia. Nació en Tagaste, en la actual Argelia. Su madre, santa Mónica, era una cristiana devota, pero él vivió una juventud disipada: tuvo un hijo siendo todavía muy joven con la que sería su concubina durante quince años y profesó el maniqueísmo, una antigua religión considerada herética por los cristianos.// Pasada la treintena, mientras ejercía como maestro de retórica en Milán, se convirtió al cristianismo gracias a las oraciones de su madre y a la influencia de san Ambrosio, obispo de Milán, y abandonó su profesión, regresando a Tagaste. Durante el viaje de regreso murió su madre y, poco después de llegar, también falleció su hijo. Entonces Agustín vendió todo su patrimonio, excepto la casa familiar, repartió el dinero entre los pobres y fundó en su casa una pequeña comunidad que llevaba una vida austera siguiendo unas normas establecidas por él mismo y que con el tiempo serían conocidas como la regla de san Agustín. Esta es precisamente la regla según la cual viven las canonesas de san Agustín, orden a la que perteneció santa Catalina Tomás, titular de esta capilla. Unos años más tarde fue ordenado sacerdote y nombrado obispo de Hipona, también en la actual Argelia, donde continuó llevando vida monástica en el palacio episcopal.// En esta pintura se le representa con mitra y vestiduras episcopales, en referencia a su cargo como obispo de Hipona, sobre el hábito negro de los monjes agustinos. En una mano sostiene un libro, símbolo de su papel como escritor y Padre de la Iglesia. En la otra sostiene un corazón en llamas que simboliza su amor ardiente por Dios y hace referencia a diversos textos suyos en los que lo menciona. En la parte superior de la pintura aparece el ojo de Dios, símbolo tradicional de la Divina Providencia, que nos recuerda la creencia agustiniana de que la sabiduría no es solo fruto de la inteligencia y de los estudios, sino también de la iluminación divina.;;;;
sant_antoni_abat_sct.jpg;Sant Antoni Abat;Capella de Santa Catalina Thomàs;"Sant Antoni Abat (251–356) va ser un anacoreta egipci. També és conegut com sant Antoni de Viana, nom que deriva de Vienne, a França, on es fundà a l’edat mitjana baix el seu patronatge l’Orde dels Canonges Regulars de Sant Antoni, o antonians; a Mallorca és també popularment conegut com sant Antoni dels Ases. Fill d’una família rica, en morir els seus pares repartí tota la seva herència entre els pobres i es retirà a viure al desert. És famós per les seves lluites contra el diable i les seves temptacions. Va ser el fundador del moviment dels anacoretes i el pare espiritual del monaquisme cristià, d’aquí el qualificatiu d’abat, malgrat que no ho va ser de cap monestir.// En aquesta pintura se’l representa com un ancià amb un llibre a la mà, símbol de la Paraula de Déu, i un bastó d’ermità del qual penja una campaneta. Aquesta campaneta fa referència a la seva relació amb els monjos antonians, que identificaven amb campanetes els porcs que criaven per obtenir el greix amb què curaven el “foc de sant Antoni”, una intoxicació alimentària provocada pel consum de sègol contaminat per un fong paràsit. Als peus del sant crema un foc que simbolitza precisament aquesta malaltia. Al cel els angelets sostenen una lletra greca Tau majúscula, signe de salvació i protecció divina per als primers cristians i que els monjos antonians portaven cosida en els seus hàbits.";San Antonio Abad;Capilla de Santa Catalina Tomás;"San Antonio Abad (251–356) fue un anacoreta egipcio. También se le conoce como san Antonio de Viana, nombre que deriva de Vienne, en Francia, donde se fundó en la Edad Media bajo su patrocinio la Orden de los Canónigos Regulares de San Antonio, o antonianos; en Mallorca también es conocido popularmente como san Antonio de los Asnos. Hijo de una familia rica, al morir sus padres repartió toda su herencia entre los pobres y se retiró a vivir al desierto. Es famoso por sus luchas contra el diablo y sus tentaciones. Fue el fundador del movimiento de los anacoretas y el padre espiritual del monacato cristiano, de ahí el calificativo de abad, aunque nunca lo fue de ningún monasterio.// En esta pintura se le representa como un anciano con un libro en la mano, símbolo de la Palabra de Dios, y un bastón de ermitaño del que cuelga una campanilla. Esta campanilla hace referencia a su relación con los monjes antonianos, que identificaban con campanillas a los cerdos que criaban para obtener la grasa con la que curaban el “fuego de san Antonio”, una intoxicación alimentaria provocada por el consumo de centeno contaminado por un hongo parásito. A los pies del santo arde un fuego que simboliza precisamente esta enfermedad. En el cielo, unos angelitos sostienen una letra griega Tau mayúscula, signo de salvación y protección divina para los primeros cristianos y que los monjes antonianos llevaban cosida en sus hábitos.";;;;
sant_guillem.jpg;Sant Guillem el Gran;Capella de Santa Catalina Thomàs;"Sant Guillem de Malavalle (s. XII), també anomenat sant Guillem el Gran, va ser un anacoreta que inspirà la fundació de l’orde dels Eremites de Sant Guillem. Segons una tradició medieval (que probablement el confon amb sant Guillem de Gellone, duc d’Aquitània i comte de Tolosa dels segles VIII-IX, que renuncià a la vida militar per retirar-se a la vida monàstica) va ser un cavaller de la família ducal d’Aquitània que, per la seva vida dissoluta, fou excomunicat pel papa Eugeni III. Convertit per sant Bernat de Claravall, pelegrinà a Jerusalem, Roma i Santiago de Compostel·la i, en tornar, es retirà a la vida eremítica a la Toscana.// Aquesta pintura representa el moment de la conversió de sant Guillem per sant Bernat, però mesclant-lo amb la iconografia de la renúncia de Guillem d’Aquitània a la vida militar per abraçar la vida religiosa, simbolitzada pel casc i l’espasa a terra i per l’actitud d’estorament dels soldats.// Cal dir que la identificació tradicional d'aquesta pintura a la parròquia és la de “sant Guillem duc de Gandia”; emperò, no s'ha pogut documentar l'existència de cap sant amb aquest nom, per la qual cosa aquesta atribució probablement és errònia.";San Guillermo el Grande;Capilla de Santa Catalina Tomás;"San Guillermo de Maleval (s. XII), también llamado san Guillermo el Grande, fue un anacoreta que inspiró la fundación de la Orden de los Ermitaños de San Guillermo. Según una tradición medieval (que probablemente lo confunde con san Guillermo de Gellone, duque de Aquitania y conde de Tolosa de los siglos VIII-IX, que renunció a la vida militar para retirarse a la vida monástica), fue un caballero de la familia ducal de Aquitania que, por su vida disoluta, fue excomulgado por el papa Eugenio III. Convertido por san Bernardo de Claraval, peregrinó a Jerusalén, Roma y Santiago de Compostela y, a su regreso, se retiró para llevar vida eremítica en la Toscana.// Esta pintura representa el momento de la conversión de san Guillermo por san Bernardo, pero mezclándolo con la iconografía de la renuncia de Guillermo de Aquitania a la vida militar para abrazar la vida religiosa, simbolizada por el casco y la espada en el suelo y por la actitud de asombro de los soldados.// Debe señalarse que la identificación tradicional de esta pintura en la parroquia es la de “san Guillermo duque de Gandía”; sin embargo, no se ha podido documentar la existencia de ningún santo con ese nombre, por lo que esta atribución probablemente sea errónea.";;;;
sant_francesc_de_padua.jpg;Sant Francesc de Paula;Capella de Santa Catalina Thomàs;Sant Francesc de Paula (1416-1507) va ser el fundador de l’Orde dels Frares Mínims. De molt petit patí una malaltia als ulls i els seus pares prometeren que, si es curava, durant un any portaria l’hàbit franciscà. En compliment d’aquesta promesa, ingressà als dotze anys en un convent franciscà, iniciant així la seva preparació per a la vida religiosa. Poc després d’abandonar el convent, es retirà a una cova a fer vida eremítica. A poc a poc se li afegiren seguidors i es formà al seu voltant una comunitat que donaria lloc a l’Orde dels Frares Mínims, els membres de la qual afegeixen als tres vots tradicionals de pobresa, castetat i obediència un quart vot de vida quaresmal perpètua. Sant Francesc de Paula va ser famós en vida pels nombrosos miracles, curacions i profecies que se li atribuïren.// Aquesta pintura representa a sant Francesc de Paula com un ermità ancià amb barba blanca, vestit amb l’hàbit fosc dels Mínims i portant un bastó. Al cel hi apareix escrita la paraula “Charitas”, lema de l’orde i el símbol més característic de sant Francesc de Paula. L’origen d’aquest atribut rau en una visió celestial que tengué el sant en què uns àngels li baixaren del cel un disc en flames amb aquesta inscripció.;San Francisco de Paula;Capilla de Santa Catalina Tomás;San Francisco de Paula (1416-1507) fue el fundador de la Orden de los Frailes Mínimos. Siendo muy pequeño padeció una enfermedad en los ojos y sus padres prometieron que, si sanaba, durante un año llevaría el hábito franciscano. En cumplimiento de esta promesa, ingresó a los doce años en un convento franciscano, iniciando así su preparación para la vida religiosa. Poco después de abandonar el convento, se retiró a una cueva para llevar vida eremítica. Poco a poco se le unieron seguidores y se formó a su alrededor una comunidad que daría lugar a la Orden de los Frailes Mínimos, cuyos miembros añaden a los tres votos tradicionales de pobreza, castidad y obediencia un cuarto voto de vida cuaresmal perpetua. San Francisco de Paula fue famoso en vida por los numerosos milagros, curaciones y profecías que se le atribuyeron.// Esta pintura representa a san Francisco de Paula como un anciano ermitaño de barba blanca, vestido con el hábito oscuro de los Mínimos y portando un bastón. En el cielo aparece escrita la palabra “Charitas”, lema de la orden y el símbolo más característico de san Francisco de Paula. El origen de este atributo se encuentra en una visión celestial que tuvo el santo, en la que unos ángeles descendieron del cielo con un disco en llamas que llevaba esta inscripción.;;;;
sant_francesc_xavier.jpg;Sant Francesc Xavier;Capella de Santa Catalina Thomàs;Sant Francesc Xavier (1506-1552) va ser un missioner jesuïta navarrès. Va ser un dels col·laboradors més estrets de sant Ignasi de Loiola i formà part del grup de companys reunits al voltant de sant Ignasi que acabaria donant origen a la Companyia de Jesús. Poc després de ser ordenat sacerdot es dedicà a l’activitat missionera. És conegut com “l’apòstol de les Índies” perquè evangelitzà diversos territoris d’orient, com l’Índia, Ceilan, les illes Moluques i el Japó.// En aquesta pintura sant Francesc Xavier apareix vestit amb l’hàbit negre dels jesuïtes i portant un medalló amb el monograma IHS dins un sol radiant, emblema de la Companyia de Jesús. Està predicant a tres persones, en referència a la seva tasca com a predicador i missioner, mentre el contemplen tres figures celestials entre els niguls: d’esquerra a dreta, sant Pere, amb les claus, Jesús, amb un globus terraqüi, i sant Pau, amb una espasa. Aquest grup simbolitza l’aprovació celestial de la predicació del sant. El llibre obert simbolitza el seu paper com a evangelitzador. S’hi pot llegir el versicle 6:26 de l’evangeli de sant Mateu: *Respicite volatilia coeli* (“Mirau els ocells del cel” en llatí), en referència a la vida de Francesc Xavier com a missioner abandonat totalment a la Providència. Els ocells representats al cel il·lustren literalment el versicle evangèlic.”;San Francisco Javier;Capilla de Santa Catalina Tomás;"San Francisco Javier (1506-1552) fue un misionero jesuita navarro. Fue uno de los colaboradores más estrechos de san Ignacio de Loyola y formó parte del grupo de compañeros reunidos en torno a san Ignacio que acabaría dando origen a la Compañía de Jesús. Poco después de ser ordenado sacerdote se dedicó a la actividad misionera. Es conocido como “el apóstol de las Indias” porque evangelizó diversos territorios de Oriente, como la India, Ceilán, las islas Molucas y Japón.// En esta pintura, san Francisco Javier aparece vestido con el hábito negro de los jesuitas y llevando un medallón con el monograma IHS dentro de un sol radiante, emblema de la Compañía de Jesús. Está predicando a tres personas, en referencia a su labor como predicador y misionero, mientras es contemplado por tres figuras celestiales entre las nubes: de izquierda a derecha, san Pedro, con las llaves; Jesús, con un globo terráqueo; y san Pablo, con una espada. Este grupo simboliza la aprobación celestial de la predicación del santo. El libro abierto simboliza su papel como evangelizador. En él puede leerse el versículo 6:26 del evangelio de san Mateo: *Respicite volatilia coeli* (“Mirad las aves del cielo” en latín), en referencia a la vida de Francisco Javier como misionero totalmente abandonado a la Providencia. Las aves representadas en el cielo ilustran literalmente el versículo evangélico.";;;;
betlem.jpg;Naixement;Capella del Naixement;Naixement restaurat fa pocs anys i format per tres figures: la Verge Maria, sant Josep i el Nin Jesús. Sant Josep porta en la mà dreta un dels seu atributs més característics: una vara florida, que recorda la tradició segons la qual, quan es cercava un pretendent per a Maria, es va demanar als aspirants que deixassin les seves vares al temple, i només la de Josep va florir miraculosament, senyal que era l’escollit per Déu. La Verge vesteix com una Puríssima, amb túnica blanca i mantell blau, símbols de puresa i celestialitat, respectivament.;Nacimiento;Capilla del Nacimiento;Nacimiento restaurado hace pocos años y formado por tres figuras: la Virgen María, san José y el Niño Jesús. San José lleva en la mano derecha uno de sus atributos más característicos: una vara florida, que recuerda la tradición según la cual, cuando se buscaba un pretendiente para María, se pidió a los aspirantes que dejaran sus varas en el templo, y solo la de José floreció milagrosamente, señal de que era el elegido por Dios. La Virgen viste como una Inmaculada, con túnica blanca y manto azul, símbolos de pureza y celestialidad, respectivamente.;;;;
sant_crist.jpg;Sant Crist;Capella del Sant Crist;Sant Crist que prové de l’església primitiva, on ja hi era com a mínim l’any 1865 quan s’instituí la vicaria de Vilafranca de Bonany.;Santo Cristo;Capilla del Santo Cristo;Santo Cristo procedente de la iglesia primitiva, donde ya se encontraba al menos en el año 1865, cuando se instituyó la vicaría de Vilafranca de Bonany.;;;;
