Foto;Títol;Localització;Informació;Título;Localización;Información;;;;
emblemes_passio_vexila_2.jpg;Emblemes de la Passió;Altar de la Pietat;"Els emblemes de la Passió, o *Arma Christi*, són un conjunt d’objectes associats al patiment i la mort de Jesucrist que amb el temps s’han convertit en símbols de devoció cristiana. Aquesta pintura, que es feia servir, juntament amb la seva parella, com a vexil·la de la Casa Santa, agrupa alguns d’aquests emblemes, la majoria relacionats amb episodis anteriors o posteriors a la crucifixió://
* la bossa amb les trenta peces de plata pagades a Judes perquè traís Jesús, símbol de l’avarícia i la feblesa humana;//
* una representació de Crist coronat d’espines, símbol del sofriment i les burles que patí durant la Passió;//
* sant Pere pregant i el gall, que ens recorden el moment posterior al prendiment de Jesús en què sant Pere negà tres vegades conèixer Jesús i, en cantar el gall, recordà que Crist ho havia predit i es penedí amargament;//
* l’espasa de sant Pere tallant l’orella de Malcus, servent del Summe Sacerdot, que rememora el moment en què Pere reaccionà violentament durant el prendiment de Jesús a Getsemaní i Jesús el reprengué ordenant-li que guardàs l’espasa a la beina, un episodi que simbolitza la pau i la no violència predicades per Crist;//
* la columna amb cadenes i cordes on Jesús fou lligat i el flagell amb què fou assotat pels soldats romans, símbols del sofriment i la humiliació suportats durant la Passió;//
* una llanterna, un corn i un estendard romà amb l’àguila i les lletres SPQR (inicials de *Senatus Populusque Romanus*, “el Senat i el Poble Romà” en llatí), emblema de l’imperi romà, semblants als que devien portar els soldats que detingueren Jesús;//
* el flascó d’ungüents aromàtics emprats per preparar el cos de Crist abans de l’enterrament, símbol de devoció i respecte envers Jesús després de la mort;//
* un àngel portant la creu i la copa emprada per Jesús al Sant Sopar per instituir el sagrament de l’Eucaristia, que simbolitza la redempció obtinguda mitjançant la sang de Crist vessada per la humanitat.";Emblemas de la Pasión;Altar de la Piedad;"Los emblemas de la Pasión, o *Arma Christi*, son un conjunto de objetos asociados al sufrimiento y la muerte de Jesucristo que con el tiempo se han convertido en símbolos de devoción cristiana. Esta pintura, que se utilizaba, junto con su pareja, como vexilo de la Casa Santa, reúne algunos de estos emblemas, mayoritariamente relacionados con episodios anteriores o posteriores a la crucifixión:// * la bolsa con las treinta monedas de plata pagadas a Judas para que traicionara a Jesús, símbolo de la avaricia y la debilidad humana;// * una representación de Cristo coronado de espinas, símbolo del sufrimiento y las burlas que padeció durante la Pasión;// * san Pedro orando y el gallo, que nos recuerdan el momento posterior al prendimiento de Jesús en el que Pedro negó por tres veces conocer a Jesús y, al cantar el gallo, recordó que Cristo lo había predicho y se arrepintió amargamente;// * la espada de san Pedro cortando la oreja de Malco, siervo del Sumo Sacerdote, que rememora el momento en que Pedro reaccionó violentamente durante el prendimiento de Jesús en Getsemaní y Jesús le reprendió ordenándole que guardara la espada en la vaina, un episodio que simboliza la paz y la no violencia predicadas por Cristo;// * la columna con cadenas y cuerdas donde Jesús fue atado y el flagelo con el que fue azotado por los soldados romanos, símbolos del sufrimiento y la humillación soportados durante la Pasión;// * un farol, un cuerno y un estandarte romano con el águila y las letras SPQR (iniciales de *Senatus Populusque Romanus*, “el Senado y el Pueblo Romano” en latín), emblema del Imperio romano, semejantes a los que debieron llevar los soldados que detuvieron a Jesús;// * el frasco de ungüentos aromáticos utilizados para preparar el cuerpo de Cristo antes del entierro, símbolo de devoción y respeto hacia Jesús después de la muerte;// * un ángel portando una cruz y el cáliz empleado por Jesús en la Última Cena para instituir el sacramento de la Eucaristía, que simboliza la redención obtenida mediante la sangre de Cristo derramada por la humanidad.";;;;
purissima.jpg;Puríssima;Altar de la Puríssima;"La Immaculada Concepció és el dogma de l’Església Catòlica que afirma que la Verge Maria va ser concebuda sense pecat original per la gràcia de Déu, cosa que la preparà per ser la Mare de Déu. Aquest dogma fou proclamat l’any 1854 pel papa Pius IX, després de molts segles de debat teològic. A Mallorca, aquesta advocació de la Verge Maria també és coneguda com la Puríssima.// Aquesta escultura de la Puríssima la representa vestida amb túnica blanca i mantell blau, símbols de puresa i celestialitat, respectivament, i amb les mans sobre el cor en un gest que remarca la seva condició de ""plena de gràcia"", protegint el seu cor pur de qualsevol taca de pecat. L’aureola de dotze estrelles que la corona fa referència al llibre de l’Apocalipsi, on s’anuncia l’aparició d’una dona vestida amb el sol, amb la lluna sota els peus i una corona de dotze estrelles al cap.// L’estructura del retaule és obra de Bernadí Mulet (s. XIX), però es desconeix l’autor de l’escultura.";Purísima;Altar de la Purísima;La Inmaculada Concepción es el dogma de la Iglesia Católica que afirma que la Virgen María fue concebida sin pecado original por la gracia de Dios, lo que la preparó para ser la Madre de Dios. Este dogma fue proclamado en 1854 por el papa Pío IX, después de muchos siglos de debate teológico. En Mallorca, esta advocación de la Virgen María también es conocida como la Purísima.// Esta escultura de la Purísima la representa vestida con túnica blanca y manto azul, símbolos de pureza y celestialidad, respectivamente, y con las manos sobre el corazón en un gesto que subraya su condición de “llena de gracia”, protegiendo su corazón puro de toda mancha de pecado. La aureola de doce estrellas que la corona hace referencia al libro del Apocalipsis, donde se anuncia la aparición de una mujer vestida de sol, con la luna bajo sus pies y una corona de doce estrellas sobre la cabeza.// La estructura del retablo es obra de Bernadí Mulet (s. XIX), pero se desconoce el autor de la escultura.;;;;
sant_francesc_imm.jpg;Sant Francesc d’Assís;Altar de la Puríssima;Sant Francesc d’Assís (1182-1226) és una de les grans figures de l’espiritualitat cristiana i un dels sants més populars. Va néixer a Assís (Itàlia) en una família rica i tengué una jovintut mundana i malbaratadora, però, arran d’una visió mística en què Crist crucificat li encarregà que reparàs la església on es trobava, canvià completament de vida, repartí el seu patrimoni entre els pobres i, segons les seves paraules, “es casà amb donya Pobresa”. Va ser el fundador de l’Orde dels Frares Menors, o Orde Franciscà, una orde de frares humils, mendicants i predicadors. També fundà, amb santa Clara, l’Orde de les Germanes Pobres, conegudes com a clarisses, i un tercer orde, el dels terciaris, per acollir els seglars que volguessin viure segons els seus ideals. Dos anys abans de morir, Crist li imprimí els estigmes a les mans, als peus i al costat, que procurava amagar per humilitat.// En aquesta pintura, el pintor Agustí Buades i Muntaner (s. XIX) el representa de la manera tradicional, com un home jove, amb barbeta i tonsura. Vesteix l’hàbit franciscà amb el cordó amb tres nusos que representen els vots de pobresa, castedat i obediència de l’orde. El color gris de l’hàbit, color de la cendra, va ser el dels hàbits franciscans fins al segle XIX. Mostra a les mans els estigmes que li imprimí Crist. La calavera representa la “germana Mort”, de la qual sant Francesc deia que no l’hem de témer perquè ens obri la porta del Cel. El llibre simbolitza les Escriptures i la predicació evangèlica, fonament de la seva forma de vida.;San Francisco de Asís;Altar de la Purísima;San Francisco de Asís (1182-1226) es una de las grandes figuras de la espiritualidad cristiana y uno de los santos más populares. Nació en Asís (Italia) en el seno de una familia rica y tuvo una juventud mundana y derrochadora, pero, a raíz de una visión mística en la que Cristo crucificado le encargó que reparara la iglesia en la que se encontraba, cambió completamente de vida, repartió su patrimonio entre los pobres y, según sus propias palabras, “se casó con doña Pobreza”. Fue el fundador de la Orden de los Frailes Menores, u Orden Franciscana, una orden de frailes humildes, mendicantes y predicadores. También fundó, junto con santa Clara, la Orden de las Hermanas Pobres, conocidas como clarisas, y una tercera orden, la de los terciarios, para acoger a los seglares que quisieran vivir según sus ideales. Dos años antes de morir, Cristo le imprimió los estigmas en las manos, los pies y el costado, que procuraba ocultar por humildad.// En esta pintura, el pintor Agustí Buades i Muntaner (s. XIX) lo representa de la manera tradicional, como un hombre joven, con barba corta y tonsura. Viste el hábito franciscano con el cordón de tres nudos que representan los votos de pobreza, castidad y obediencia de la orden. El color gris del hábito, color de la ceniza, fue el de los hábitos franciscanos hasta el siglo XIX. Muestra en las manos los estigmas que Cristo le imprimió. La calavera representa a la “hermana Muerte”, de la que san Francisco decía que no debemos temerla porque nos abre la puerta del Cielo. El libro simboliza las Escrituras y la predicación evangélica, fundamento de su forma de vida.;;;;
santa_clara.jpg;Santa Clara;Altar de la Puríssima;Santa Clara d’Assís (1194-1253) va ser la fundadora, juntament amb sant Francesc d’Assís, de l’Orde de les Germanes Pobres, conegudes com a clarisses. Als 18 anys, després d’escoltar predicar sant Francesc, abandonà la seva família noble per consagrar-se a la vida religiosa. Fou la primera dona seguidora del sant i fundà amb ell l’orde de les Clarisses, una comunitat de monges pobres dedicada al treball, l’oració i l’ajuda als necessitats. Redactà la regla de l’orde, convertint-se així en la primera dona autora d’una regla monàstica. La segona meitat de la seva vida patí una malaltia crònica i dolorosa que suportà sense queixar-se ni abandonar les seves tasques. L’any 1958 va ser nomenada patrona de la televisió, arran d’una tradició segons la qual, una nit de Nadal en què la seva malaltia no li permeté assistir a missa, veié i sentí miraculosament la celebració projectada a la paret de la seva habitació.//En aquesta pintura d’Agustí Buades i Muntaner (s. XIX), santa Clara apareix vestida amb l’hàbit de les clarisses: túnica fosca, toca blanca, vel negre i cordó amb nusos a la cintura. La santa sosté una custòdia, el seu atribut iconogràfic més característic. Segons la tradició, quan uns serraïns que invadiren Pisa amenaçaren el convent on vivia, santa Clara sortí a enfrontar-s’hi portant una custòdia amb el Santíssim Sagrament, de la qual emanà una llum fortíssima que va fer fugir espantats els atacants. A diferència de moltes altres representacions, on la santa sosté la custòdia de manera solemne i triomfal, aquí la manté molt a prop del pit i embolicada amb una tela blanca, en una actitud íntima i recollida. Aquest detall reforça la profunda devoció eucarística de la santa i connecta amb la sensibilitat devocional de finals del segle XIX.;Santa Clara;Altar de la Purísima;Santa Clara de Asís (1194-1253) fue la fundadora, junto con san Francisco de Asís, de la Orden de las Hermanas Pobres, conocidas como clarisas. A los 18 años, después de escuchar predicar a san Francisco, abandonó a su familia noble para consagrarse a la vida religiosa. Fue la primera mujer seguidora del santo y fundó con él la Orden de las Clarisas, una comunidad de monjas pobres dedicada al trabajo, la oración y la ayuda a los necesitados. Redactó la regla de la orden, convirtiéndose así en la primera mujer autora de una regla monástica. La segunda mitad de su vida padeció una enfermedad crónica y dolorosa que soportó sin quejarse ni abandonar sus tareas. En 1958 fue nombrada patrona de la televisión, a raíz de una tradición según la cual, una noche de Navidad en la que su enfermedad no le permitió asistir a misa, vio y oyó milagrosamente la celebración proyectada en la pared de su habitación.// En esta pintura de Agustí Buades i Muntaner (s. XIX), santa Clara aparece vestida con el hábito de las clarisas: túnica oscura, toca blanca, velo negro y cordón con nudos a la cintura. La santa sostiene una custodia, su atributo iconográfico más característico. Según la tradición, cuando unos sarracenos que invadieron Pisa amenazaron el convento donde vivía, santa Clara salió a enfrentarse a ellos llevando una custodia con el Santísimo Sacramento, de la que emanó una luz intensísima que hizo huir despavoridos a los atacantes. A diferencia de muchas otras representaciones, donde la santa sostiene la custodia de forma solemne y triunfal, aquí la mantiene muy cerca del pecho y envuelta en una tela blanca, en una actitud íntima y recogida. Este detalle refuerza la profunda devoción eucarística de la santa y conecta con la sensibilidad devocional de finales del siglo XIX.;;;;
sant_joan_baptista.jpg;Sant Joan Baptista;Altar de la Puríssima;"Sant Joan Baptista (s. I) va ser fill d’Isabel, cosina de la Verge Maria, i de Zacaries, a qui l’arcàngel sant Gabriel anuncià el naixement de Joan i revelà que seria el precursor del Messies. Ja d’adult, Joan dugué una vida ascètica al desert, dedicada a predicar el penediment dels pecats i a batejar en el riu Jordà a qui volgués purificar-se dels pecats en preparació per a l’arribada del Regne del Cel. Va ser en aquest context que batejà Jesucrist poc abans que aquest començàs la seva vida pública.// En aquesta pintura d’Agustí Buades i Muntaner (s. XIX), sant Joan hi apareix acompanyat d'un xotet i sostenint una creu llarga feta de canya amb una filactèria on es llegeix “*Ecce Agnus Dei*”. La creu ens recorda que sant Joan coneixia el futur martiri de Jesús, mentre que la canya amb què és feta simbolitza l’austeritat de la seva vida al desert. El xotet i el text de la filactèria fan referència a les seves paraules en el moment de batejar Jesús: ""Aquest és l'anyell de Déu, el qui lleva el pecat del món"".";San Juan Bautista;Altar de la Purísima;San Juan Bautista (s. I) fue hijo de Isabel, prima de la Virgen María, y de Zacarías, a quien el arcángel san Gabriel anunció el nacimiento de Juan y reveló que sería el precursor del Mesías. Ya de adulto, Juan llevó una vida ascética en el desierto, dedicada a predicar el arrepentimiento de los pecados y a bautizar en el río Jordán a quien quisiera purificarse de sus pecados en preparación para la llegada del Reino de los Cielos. Fue en este contexto que bautizó a Jesucristo poco antes de que este iniciara su vida pública.// En esta pintura de Agustí Buades i Muntaner (s. XIX), san Juan aparece acompañado de un cordero y sosteniendo una cruz larga de caña con una filacteria en la que se lee “*Ecce Agnus Dei*”. La cruz nos recuerda que san Juan conocía el futuro martirio de Jesús, mientras que la caña con la que está hecha simboliza la austeridad de su vida en el desierto. El cordero y el texto de la filacteria hacen referencia a las palabras que pronunció en el momento de bautizar a Jesús: “Este es el Cordero de Dios, el que quita el pecado del mundo”.;;;;
santa_apolonia.jpg;Santa Apol·lònia;Altar de la Puríssima;Santa Apol·lònia (s. III) va ser una verge i màrtir. Durant una revolta a Alexandria contra els cristians, va ser detinguda, torturada i finalment cremada a la foguera.// En aquesta pintura, Agustí Buades i Muntaner (s. XIX) la representa sostenint amb una mà les tenalles amb les que la torturaren trencant-li les dents. Amb l’altra mà sosté una palma, la qual, juntament amb la túnica blanca i el mantó vermell, la identifica com a màrtir: la túnica blanca i la palma s’associen usualment als màrtirs, fent referència al passatge de l’Apocalipsi que parla de la multitud dels redimits que portaran vestits blancs i palmes a les mans, mentre que el color vermell simbolitza la sang vessada per la fe.;Santa Apolonia;Altar de la Purísima;Santa Apolonia (s. III) fue una virgen y mártir. Durante una revuelta en Alejandría contra los cristianos, fue detenida, torturada y finalmente quemada en la hoguera.// En esta pintura, Agustí Buades i Muntaner (s. XIX) la representa sosteniendo con una mano las tenazas con las que la torturaron arrancándole los dientes. Con la otra mano sostiene una palma que, junto con la túnica blanca y el manto rojo, la identifica como mártir: la túnica blanca y la palma se asocian usualmente a los mártires, refiriendo al pasaje del Apocalipsis que habla de la multitud de los redimidos que llevarán vestiduras blancas y palmas en las manos, mientras que el color rojo simboliza la sangre derramada por la fe.;;;;
mare_de_deu_dormida.jpg;Mare de Déu morta;Altar de la Puríssima;A Mallorca se celebra des de l’edat mitjana la festa de l’Assumpció de Maria, coneguda popularment com “la Mare de Déu d’Agost”. En aquesta festa es commemoren la “dormició” de la Verge i la seva ascensió al cel en cos i ànima. Per celebrar-ho, és costum que a moltes esglésies es munti un llit monumental on s’exposa la “Mare de Déu morta”, una imatge jacent de la Verge amb les mans unides en actitud de pregària. L’escultura de la Mare de Déu morta de Vilafranca és del segle XX.;Virgen Dormida;Altar de la Purísima;En Mallorca se celebra desde la Edad Media la fiesta de la Asunción de María, conocida popularmente como *la Mare de Déu d’Agost*. En esta festividad se conmemoran la “Dormición” de la Virgen y su ascensión al cielo en cuerpo y alma. Para celebrarlo, es costumbre que en muchas iglesias se instale un lecho monumental donde se expone la “Virgen Difunta”, una imagen yacente de la Virgen con las manos unidas en actitud de oración. La escultura de la Virgen Difunta de Vilafranca es del siglo XX.;;;;
altar_anonim.jpeg;Altar sense retaule;Altar de la Puríssima;Al frontal d’aquest altar sense retaule s'hi veuen una cistella de pa i dos peixos que fan referència al miracle de la multiplicació dels pans i els peixos.;Altar sin retablo;Altar de la Purísima;En el frontal de este altar sin retablo hay la imagen de una cesta de pan y dos peces en referencia al milagro de la multiplicación de los panes y los peces.;;;;
mare_de_deu_del_remei.jpg;La Santíssima Trinitat coronant la Mare de Déu del Remei;Altar de la Santíssima Trinitat;La Mare de Déu del Remei és l’advocació mariana patrona de l’Orde de la Santíssima Trinitat i de la Redempció de Captius, coneguda també com a Orde Trinitària. Com el nom de l’orde indica, els trinitaris es dedicaven principalment a l’alliberament de cristians captius i invocaven la Mare de Déu del Remei com a intercessora per obtenir els fons i l’ajuda necessaris per portar a terme la seva missió.// En aquesta pintura d’Agustí Buades i Muntaner (s. XIX), la Verge apareix vestida de blanc amb una creu blava i vermella al pit, símbol de l’Orde Trinitària. És coronada com a Reina del Cel per la Santíssima Trinitat, element fonamental de l’espiritualitat trinitària. Un dels angelets que l’acompanyen sosté entre les mans la “bossa dels doblers dels captius”, un altre dels símbols de l’Orde Trinitària, que representa els doblers provinents d’almoines i donacions que empraven els trinitaris per rescatar cristians captius. A més dels elements propis de l’advocació trinitària, la pintura incorpora també alguns símbols habituals de la Puríssima: el mantell blau, símbol de celestialitat, la lluna, símbol de puresa, i la serp sotmesa als peus de Maria, símbol del pecat original vençut.// Segons el P. Andreu de Palma, la popularitat entre els vilafranquers de l’Orde Trinitària, a la qual està dedicat aquest altar, es deu a la influència del P. Miquel Mestre, natural de la vila i una figura destacada dels trinitaris mallorquins del segle XVIII. Arribà a ser superior de dos convents a Palma: el de Santa Catalina i el del Sant Esperit (actual Sant Felip Neri);La Santísima Trinidad coronando a la Virgen del Remedio;Altar de la Santísima Trinidad;"La Virgen del Remedio es la advocación mariana patrona de la Orden de la Santísima Trinidad y de la Redención de Cautivos, conocida también como la Orden Trinitaria. Como indica el nombre de la orden, los trinitarios se dedicaban principalmente a la liberación de cristianos cautivos e invocaban a la Virgen del Remedio como intercesora para obtener los fondos y la ayuda necesarios para llevar a cabo su misión.// En esta pintura de Agustí Buades i Muntaner (s. XIX), la Virgen aparece vestida de blanco con una cruz azul y roja sobre el pecho, símbolo de la Orden Trinitaria. Es coronada como Reina del Cielo por la Santísima Trinidad, elemento fundamental de la espiritualidad trinitaria. Uno de los angelitos que la acompañan sostiene en sus manos la “bolsa del dinero de los cautivos”, otro de los símbolos de la Orden Trinitaria, que representa el dinero procedente de limosnas y donaciones que los trinitarios usaban para rescatar a cristianos cautivos. Además de los elementos propios de la advocación trinitaria, la pintura también incorpora algunos símbolos habituales de la Inmaculada: el manto azul, símbolo de celestialidad; la luna, símbolo de pureza; y la serpiente sometida bajo los pies de María, símbolo del pecado original vencido.// Según el P. Andreu de Palma, la popularidad en Vilafranca de la Orden Trinitaria, a la que está dedicado este altar, se debe a la influencia del P. Miquel Mestre, natural de la villa y una figura destacada de los trinitarios mallorquines del siglo XVIII. Llegó a ser superior de dos conventos en Palma: el de Santa Catalina y el del Santo Espíritu (actual San Felipe Neri).";;;;
diners_captius.jpg;Emblema de la bossa dels doblers dels captius;Altar de la Santíssima Trinitat;La bossa dels doblers dels captius és un dels símbols de l'Orde de la Santíssima Trinitat i de la Redempció de Captius, també coneguda com l’Orde Trinitària. Un dels objectius d’aquest orde era l'alliberament dels cristians captius a terres musulmanes pagant aquests rescats amb doblers provinents d'almoines i donacions. Aquesta bossa representa aleshores el recurs econòmic necessari per comprar la llibertat dels cristians captius i simbolitza el compromís econòmic i espiritual dels trinitaris amb ells.// L’altar, en el frontal del qual es troba aquest relleu, és obra de Bernadí Mulet (s. XIX).;Emblema de la bolsa para el rescate de cautivos;Altar de la Santísima Trinidad;La bolsa del dinero de los cautivos es uno de los símbolos de la Orden de la Santísima Trinidad y de la Redención de Cautivos, también conocida como la Orden Trinitaria. Uno de los objetivos de esta orden era la liberación de los cristianos cautivos en tierras musulmanas pagando su rescate con dinero procedente de limosnas y donaciones. Esta bolsa representa, por tanto, el recurso económico necesario para comprar la libertad de los cristianos cautivos y simboliza el compromiso económico y espiritual de los trinitarios con ellos.// El altar, en cuyo frontal se encuentra este relieve, es obra de Bernadí Mulet (s. XIX).;;;;
